id,drug,cyp2d6,CL_pop,Vd_pop,CL_sampled,Vd_sampled,CL_met_sampled,Vd_met_sampled
1,Venlafaxine_XR,normal,91,525,44.570738763180366,1839.1228601753674,12.450428429617942,399
2,Venlafaxine_XR,poor,91,525,35.189541226762145,340.315312345017,36.10908976984437,399
3,Venlafaxine_XR,normal,91,525,64.20510745308032,390.86425968606255,24.395978608877524,399
4,Venlafaxine_XR,rapid,91,525,95.65723335347707,1163.739097577184,36.71841384605422,399
5,Venlafaxine_XR,normal,91,525,151.77495648622286,469.47768383086384,15.406785694644029,399
6,Venlafaxine_XR,normal,91,525,92.52746165950445,804.1180342136861,29.02334007769692,399
7,Venlafaxine_XR,normal,91,525,72.78543236156963,267.35683842193436,14.61739340453012,399
8,Venlafaxine_XR,normal,91,525,69.07829593731263,554.5378950793089,29.29022271710217,399
9,Venlafaxine_XR,normal,91,525,53.755911544101856,1108.3028957340628,40.01569762433353,399
10,Venlafaxine_XR,rapid,91,525,214.46749015018796,454.1980160307819,35.25704245392895,399
11,Venlafaxine_XR,normal,91,525,184.5715412311246,316.71732677817766,61.67800194126415,399
12,Venlafaxine_XR,rapid,91,525,78.13424161651146,754.9748463167396,58.88427532431025,399
13,Venlafaxine_XR,normal,91,525,166.2573520512422,367.9104488645649,44.62735116687236,399
14,Venlafaxine_XR,normal,91,525,62.55255753019627,831.666559066373,43.57568575775282,399
15,Venlafaxine_XR,rapid,91,525,223.04045582660788,200.08380961387033,33.96745002854141,399
16,Venlafaxine_XR,poor,91,525,21.093404527842015,256.18505280313127,8.411983208204463,399
17,Venlafaxine_XR,normal,91,525,73.22003949213625,318.16705165374174,36.938180472654054,399
18,Venlafaxine_XR,poor,91,525,29.455428151951754,323.01276998831014,17.993235026264685,399
19,Venlafaxine_XR,normal,91,525,102.08610867567016,541.3054773911847,39.08573971100055,399
20,Venlafaxine_XR,normal,91,525,133.50928456106197,489.0318554922501,39.399893584606836,399
21,Venlafaxine_XR,rapid,91,525,152.0883077090402,1067.7478520742307,30.821690499317985,399
22,Venlafaxine_XR,normal,91,525,78.79002697620537,283.07328908953326,21.832229733396428,399
23,Venlafaxine_XR,normal,91,525,94.27981548063892,446.0191195287968,41.36874441424644,399
24,Venlafaxine_XR,normal,91,525,89.23320601786665,331.57729161209187,26.399382868746024,399
25,Venlafaxine_XR,normal,91,525,63.18346736828728,972.0239686943496,43.659385247275125,399
26,Venlafaxine_XR,normal,91,525,125.70989156207283,698.8448151794958,8.235914678358697,399
27,Venlafaxine_XR,normal,91,525,168.74943625616302,641.8268384409872,29.26012654571393,399
28,Venlafaxine_XR,normal,91,525,71.45489461800516,179.17438277742525,10.891487342966915,399
29,Venlafaxine_XR,normal,91,525,109.77290775511422,364.50516577873725,75.84441136478442,399
30,Venlafaxine_XR,normal,91,525,100.1990761696836,248.54684803444704,43.862454598718735,399
31,Venlafaxine_XR,rapid,91,525,162.9734000778958,526.7802072888028,14.386266455799007,399
32,Venlafaxine_XR,normal,91,525,86.53279353369906,627.1468812715533,13.837950145203786,399
33,Venlafaxine_XR,normal,91,525,66.30999975824017,324.7049712387098,20.872858712369265,399
34,Venlafaxine_XR,normal,91,525,90.06352446667208,494.6989257641081,27.652771528481193,399
35,Venlafaxine_XR,normal,91,525,83.19630552744364,405.28647164429947,10.875217979073732,399
36,Venlafaxine_XR,normal,91,525,68.12771920119658,654.0666701516145,53.9425496841324,399
