id,drug,cyp2d6,CL_pop,Vd_pop,CL_sampled,Vd_sampled,CL_met_sampled,Vd_met_sampled
1,Fluoxetine,poor,10.5,2310,1.8289160994908198,4174.850189102985,2.468233525883112,2310
2,Fluoxetine,rapid,10.5,2310,47.25260026118595,1363.2098194915914,8.055445341143539,2310
3,Fluoxetine,poor,10.5,2310,1.4931730377695167,4245.1536058278525,3.9516393848015055,2310
4,Fluoxetine,normal,10.5,2310,3.0467520256739533,2226.1542245460532,7.00248353491345,2310
5,Fluoxetine,normal,10.5,2310,5.046789828590769,2094.692698286935,9.096775822154047,2310
6,Fluoxetine,normal,10.5,2310,16.076077353235597,2979.9292988948832,9.394762551868654,2310
7,Fluoxetine,rapid,10.5,2310,8.300840204212966,4272.532984438219,5.184820784404985,2310
8,Fluoxetine,normal,10.5,2310,6.400594681073449,2916.449843398876,7.814278253017973,2310
9,Fluoxetine,normal,10.5,2310,19.352166507655504,1565.8823307245805,3.416297117763615,2310
10,Fluoxetine,normal,10.5,2310,2.212634626727263,2207.0281484513102,9.687625532662588,2310
11,Fluoxetine,rapid,10.5,2310,18.609267707025815,1634.387990016561,9.537852511069167,2310
12,Fluoxetine,normal,10.5,2310,15.685499867282997,3001.951228328885,2.1652987210892722,2310
13,Fluoxetine,normal,10.5,2310,13.97566689047696,2260.6161889582977,2.9890610940264413,2310
14,Fluoxetine,normal,10.5,2310,3.237325485298338,1378.6748483772258,4.81002277247802,2310
15,Fluoxetine,rapid,10.5,2310,21.527536109815735,1067.4622963825557,5.659876918002575,2310
16,Fluoxetine,normal,10.5,2310,19.398215070140544,2028.515956971542,5.2356813324546705,2310
17,Fluoxetine,rapid,10.5,2310,15.832719759816474,931.475104219943,5.471712929989548,2310
18,Fluoxetine,rapid,10.5,2310,2.9930513269804204,1077.6973654678895,3.9138390192770784,2310
19,Fluoxetine,normal,10.5,2310,30.97283782157108,2642.1305479882535,6.376442340835197,2310
20,Fluoxetine,normal,10.5,2310,3.0411277452709045,2060.491619174914,2.561694936525003,2310
21,Fluoxetine,normal,10.5,2310,10.473284383800937,2705.200141316001,10.031641654063797,2310
22,Fluoxetine,normal,10.5,2310,2.47313626962841,2056.0806064971644,10.631190963191786,2310
23,Fluoxetine,normal,10.5,2310,10.004385244158764,2150.426426483549,8.739284431446233,2310
24,Fluoxetine,normal,10.5,2310,18.88554671543753,849.4050892927844,3.9606116392766264,2310
25,Fluoxetine,rapid,10.5,2310,7.9108894932771285,4897.169221885658,9.216067948501994,2310
26,Fluoxetine,rapid,10.5,2310,11.254970415454943,864.1242983213793,5.91832538874992,2310
27,Fluoxetine,normal,10.5,2310,11.101929052505877,2908.330202285857,4.443533787883131,2310
28,Fluoxetine,rapid,10.5,2310,13.434042911657006,2642.6338971835676,9.867685316505327,2310
29,Fluoxetine,rapid,10.5,2310,3.1650164184036855,1824.2575742505646,3.8114563310059584,2310
30,Fluoxetine,rapid,10.5,2310,5.683330476041313,1404.64152644122,8.381892880182619,2310
31,Fluoxetine,rapid,10.5,2310,15.385751067584048,1834.6322132180317,3.5178006102728645,2310
32,Fluoxetine,poor,10.5,2310,1.3742077964781687,3259.3828214778273,7.10698141840163,2310
33,Fluoxetine,rapid,10.5,2310,11.835755535287124,1991.1237531474483,1.1510421395657904,2310
34,Fluoxetine,normal,10.5,2310,13.664095106524885,7099.59785246258,10.513035282130224,2310
35,Fluoxetine,rapid,10.5,2310,12.209841466972001,2247.2328888817447,4.990466641049692,2310
36,Fluoxetine,normal,10.5,2310,7.486888696962435,2090.1768771606585,6.766680420452671,2310
37,Fluoxetine,normal,10.5,2310,7.608296941472346,2814.71138832025,10.68828177081198,2310
38,Fluoxetine,poor,10.5,2310,1.4905597200628173,1567.3570605401615,3.9799625727254937,2310
39,Fluoxetine,normal,10.5,2310,7.475006703617062,1517.5508495529489,15.51753763271856,2310
40,Fluoxetine,poor,10.5,2310,1.0866265837462692,3668.2790499534804,9.008978027019113,2310
41,Fluoxetine,normal,10.5,2310,19.835379757372195,2309.267089317326,2.836018114228971,2310
42,Fluoxetine,rapid,10.5,2310,29.32505691744778,1633.9878104927445,12.877988312572375,2310
43,Fluoxetine,normal,10.5,2310,2.9920643855528968,2261.274320034188,10.576386810798951,2310
44,Fluoxetine,rapid,10.5,2310,26.079303983531783,3112.0825208559354,4.266404819167756,2310
45,Fluoxetine,normal,10.5,2310,20.651076886027976,2581.1894065126744,7.736211471659988,2310
46,Fluoxetine,poor,10.5,2310,5.418649795367762,3747.720602841106,8.35372369609657,2310
47,Fluoxetine,rapid,10.5,2310,9.683411714441016,1415.2815695824129,7.405897718161743,2310
48,Fluoxetine,normal,10.5,2310,4.397245924815801,2539.5714606760052,3.7062388581426524,2310
49,Fluoxetine,normal,10.5,2310,12.564096613556801,2034.157156106448,4.173009972368246,2310
50,Fluoxetine,normal,10.5,2310,21.79924766071139,1305.661287449696,6.940141266112158,2310
51,Fluoxetine,normal,10.5,2310,4.692917194602238,1232.4707165748605,6.888929278393075,2310
52,Fluoxetine,rapid,10.5,2310,10.385367141918088,4531.746131042775,13.314469139830763,2310
53,Fluoxetine,normal,10.5,2310,5.887236727391498,1248.028279506861,9.222075445146938,2310
54,Fluoxetine,normal,10.5,2310,4.725136476387202,1813.7698146279602,9.580455718593262,2310
55,Fluoxetine,normal,10.5,2310,14.450170935768593,2162.566829679669,11.400548066996848,2310
56,Fluoxetine,normal,10.5,2310,24.960080121585428,2013.3155728309737,2.1501993006607267,2310
57,Fluoxetine,normal,10.5,2310,6.864457346398152,1059.9239968497745,15.399367827355592,2310
58,Fluoxetine,normal,10.5,2310,18.371187661846882,2475.3238960687813,8.927592651957644,2310
59,Fluoxetine,normal,10.5,2310,6.506185872077163,1291.3913250525786,3.056349504082766,2310
60,Fluoxetine,poor,10.5,2310,1.3188922796478617,1953.5022186368674,2.3022450073109835,2310
61,Fluoxetine,rapid,10.5,2310,17.763507938516696,3861.931468292986,8.651748664063238,2310
62,Fluoxetine,rapid,10.5,2310,13.661202091536664,1239.5331043507565,2.2215956461322217,2310
63,Fluoxetine,rapid,10.5,2310,22.333216044073037,1544.0707338714649,3.472510060219641,2310
64,Fluoxetine,poor,10.5,2310,1.75522967460812,1643.7819645147354,5.883563800119924,2310
65,Fluoxetine,normal,10.5,2310,11.551689992340645,1033.4311832790577,7.422355545193981,2310
66,Fluoxetine,rapid,10.5,2310,19.566844816264513,2981.891835504644,4.397941173275138,2310
67,Fluoxetine,normal,10.5,2310,7.5677283881821555,4626.45511068486,5.490188706835376,2310
68,Fluoxetine,normal,10.5,2310,8.359626374410444,2698.669025613378,6.05816124114415,2310
69,Fluoxetine,normal,10.5,2310,16.57809163309543,4301.126391576857,14.938012971290059,2310
70,Fluoxetine,normal,10.5,2310,3.8562552915815793,1541.3695754962139,18.848864844399596,2310
71,Fluoxetine,normal,10.5,2310,7.25013609846647,2129.1134635193293,5.081944489563908,2310
72,Fluoxetine,rapid,10.5,2310,26.16264075583,1565.208332525658,5.533121544882007,2310
73,Fluoxetine,poor,10.5,2310,2.730434129080978,2082.642543571361,8.996090679873532,2310
74,Fluoxetine,normal,10.5,2310,15.223441265926589,1642.1020828910243,13.494283386595844,2310
