id,drug,cyp2d6,CL_pop,Vd_pop,CL_sampled,Vd_sampled,CL_met_sampled,Vd_met_sampled
1,Sertraline,normal,37.3,1400,43.988657847230215,1670.9554300013003,NA,NA
2,Sertraline,normal,37.3,1400,35.11099354556393,1211.7919232886884,NA,NA
3,Sertraline,normal,37.3,1400,46.6486291125707,1883.3099433770585,NA,NA
4,Sertraline,normal,37.3,1400,56.54369930814722,1432.2724979023517,NA,NA
5,Sertraline,normal,37.3,1400,39.95296094454677,841.5698416246687,NA,NA
6,Sertraline,normal,37.3,1400,32.52611075136598,1287.5315393716317,NA,NA
7,Sertraline,normal,37.3,1400,40.357285565723295,860.6001673287493,NA,NA
8,Sertraline,normal,37.3,1400,33.58122684550272,2200.82127185193,NA,NA
9,Sertraline,normal,37.3,1400,30.322329654268717,1481.431421507414,NA,NA
10,Sertraline,normal,37.3,1400,45.38988863733479,2003.4008108484106,NA,NA
11,Sertraline,normal,37.3,1400,29.735452897232175,879.3260893135696,NA,NA
12,Sertraline,normal,37.3,1400,17.613104310259818,1140.6935574053641,NA,NA
13,Sertraline,normal,37.3,1400,29.44740231991124,1188.3838153346994,NA,NA
14,Sertraline,normal,37.3,1400,46.50069120727776,691.6552035261994,NA,NA
15,Sertraline,normal,37.3,1400,52.22313824141451,1260.1850821425671,NA,NA
16,Sertraline,normal,37.3,1400,32.141922932516316,1961.2413672564132,NA,NA
17,Sertraline,normal,37.3,1400,33.943369122563126,794.7452939425613,NA,NA
18,Sertraline,normal,37.3,1400,40.67820033279861,1300.5945641573992,NA,NA
19,Sertraline,normal,37.3,1400,20.885680660216245,1225.9969951323542,NA,NA
20,Sertraline,normal,37.3,1400,88.28504033487393,1175.8418309239207,NA,NA
21,Sertraline,normal,37.3,1400,31.51809121219832,1062.8016961158996,NA,NA
22,Sertraline,normal,37.3,1400,45.946445142616646,985.1474174183002,NA,NA
23,Sertraline,normal,37.3,1400,103.94131082760083,1142.1724686886669,NA,NA
24,Sertraline,normal,37.3,1400,44.8574899347389,823.9773875600624,NA,NA
25,Sertraline,normal,37.3,1400,33.120486915480086,1439.049316956554,NA,NA
26,Sertraline,normal,37.3,1400,20.97714149986661,1301.334587011087,NA,NA
27,Sertraline,normal,37.3,1400,24.317539162826336,826.8753029771995,NA,NA
28,Sertraline,normal,37.3,1400,35.31549576871857,1296.0416481216268,NA,NA
29,Sertraline,normal,37.3,1400,29.914279239384314,733.3560084481998,NA,NA
30,Sertraline,normal,37.3,1400,45.74932038375231,1263.210924872356,NA,NA
31,Sertraline,normal,37.3,1400,23.326894362440175,1711.687316536616,NA,NA
32,Sertraline,normal,37.3,1400,69.81816531287997,1297.6750271914361,NA,NA
33,Sertraline,normal,37.3,1400,21.22863438813313,1035.4863409246357,NA,NA
34,Sertraline,normal,37.3,1400,43.45067848044479,835.0170049088115,NA,NA
35,Sertraline,normal,37.3,1400,27.124441120836888,935.5538028524684,NA,NA
36,Sertraline,normal,37.3,1400,21.266305617843766,2247.333827490966,NA,NA
37,Sertraline,normal,37.3,1400,38.63267909323457,937.3584689824581,NA,NA
38,Sertraline,normal,37.3,1400,19.56867624519568,1277.848299705139,NA,NA
39,Sertraline,normal,37.3,1400,49.209556945479754,928.1259005862062,NA,NA
40,Sertraline,normal,37.3,1400,50.3523226037948,1817.70027648755,NA,NA
41,Sertraline,normal,37.3,1400,56.55759646097845,1047.1168513386433,NA,NA
42,Sertraline,normal,37.3,1400,60.83266465526,688.9495910834102,NA,NA
43,Sertraline,normal,37.3,1400,27.36765189320813,1815.9827494398494,NA,NA
44,Sertraline,normal,37.3,1400,30.140779308391725,1639.6194868752818,NA,NA
45,Sertraline,normal,37.3,1400,19.214645055852607,1185.0649095395231,NA,NA
46,Sertraline,normal,37.3,1400,53.590766271843194,1075.5381296082794,NA,NA
47,Sertraline,normal,37.3,1400,29.22390900340602,859.8055544579852,NA,NA
48,Sertraline,normal,37.3,1400,36.40528589791636,1869.5286261049196,NA,NA
49,Sertraline,normal,37.3,1400,48.444966596394586,1551.0442648987898,NA,NA
50,Sertraline,normal,37.3,1400,42.07839683910873,1357.796825159615,NA,NA
51,Sertraline,normal,37.3,1400,39.95168071049114,1120.7214854242754,NA,NA
52,Sertraline,normal,37.3,1400,21.578314539091156,1255.870031392593,NA,NA
53,Sertraline,normal,37.3,1400,32.534339841491466,1176.4515451954521,NA,NA
54,Sertraline,normal,37.3,1400,52.66580208257746,880.4212415968093,NA,NA
55,Sertraline,normal,37.3,1400,39.77214484888778,1224.4587264707543,NA,NA
56,Sertraline,normal,37.3,1400,52.24384578200671,1905.4347434659908,NA,NA
57,Sertraline,normal,37.3,1400,44.11801634831205,1658.0654223300487,NA,NA
58,Sertraline,normal,37.3,1400,25.13886165109969,1937.2475843775746,NA,NA
59,Sertraline,normal,37.3,1400,26.523725564077036,1624.6852262119708,NA,NA
60,Sertraline,normal,37.3,1400,34.03971459047753,2234.4360465001637,NA,NA
61,Sertraline,normal,37.3,1400,43.54708949544312,1453.2556495579643,NA,NA
62,Sertraline,normal,37.3,1400,44.30063159687296,2527.0250290913036,NA,NA
63,Sertraline,normal,37.3,1400,41.657529105871106,1278.138278246773,NA,NA
64,Sertraline,normal,37.3,1400,58.7775495476646,1278.9414909735895,NA,NA
65,Sertraline,normal,37.3,1400,22.25650612350638,982.4076254819894,NA,NA
66,Sertraline,normal,37.3,1400,13.47241095319893,739.5469535273321,NA,NA
67,Sertraline,normal,37.3,1400,24.460706308559146,1394.010407804498,NA,NA
68,Sertraline,normal,37.3,1400,29.715580807441764,1220.2202398898207,NA,NA
69,Sertraline,normal,37.3,1400,67.10179079813872,734.9300710455531,NA,NA
70,Sertraline,normal,37.3,1400,29.563465205231914,1767.137858424783,NA,NA
71,Sertraline,normal,37.3,1400,33.42898804575781,1892.6261641728827,NA,NA
72,Sertraline,normal,37.3,1400,25.976459683694195,1860.4294847624083,NA,NA
73,Sertraline,normal,37.3,1400,25.234765165755512,1409.4807114944372,NA,NA
74,Sertraline,normal,37.3,1400,14.184419741192354,1848.010980836866,NA,NA
75,Sertraline,normal,37.3,1400,28.178068977265582,2839.33856076786,NA,NA
76,Sertraline,normal,37.3,1400,50.85747362846728,1982.850373690985,NA,NA
77,Sertraline,normal,37.3,1400,28.07098070187353,1055.099877017127,NA,NA
78,Sertraline,normal,37.3,1400,61.953273672706615,1791.6349422328897,NA,NA
79,Sertraline,normal,37.3,1400,26.00313835313852,715.0423040470234,NA,NA
80,Sertraline,normal,37.3,1400,26.77986756169529,934.0132482336388,NA,NA
81,Sertraline,normal,37.3,1400,22.48741270775828,1587.8043754063253,NA,NA
82,Sertraline,normal,37.3,1400,61.015142805944805,1785.4845850533745,NA,NA
83,Sertraline,normal,37.3,1400,37.481935167359964,2157.7456147546854,NA,NA
