id,drug,cyp2d6,CL_pop,Vd_pop,CL_sampled,Vd_sampled,CL_met_sampled,Vd_met_sampled
1,Venlafaxine_IR,normal,91,525,101.11171359738483,262.52297445924813,23.53705784412486,399
2,Venlafaxine_IR,normal,91,525,49.35676505581346,328.9698411220946,47.930317016531895,399
3,Venlafaxine_IR,normal,91,525,75.29761439445866,579.5005040149032,26.39552021664265,399
4,Venlafaxine_IR,rapid,91,525,152.37511546225534,404.8047034033352,27.714228114685426,399
5,Venlafaxine_IR,rapid,91,525,205.8246886629753,302.67496909042006,26.019361038902442,399
6,Venlafaxine_IR,normal,91,525,58.22333967128571,662.9428522026575,45.25560303550488,399
7,Venlafaxine_IR,normal,91,525,36.23945193738889,1174.2128850277657,31.354331359740776,399
8,Venlafaxine_IR,rapid,91,525,109.19818264451897,978.2754768167421,15.356740937558204,399
9,Venlafaxine_IR,normal,91,525,98.64102882266097,587.3223348398631,36.01552578137165,399
10,Venlafaxine_IR,normal,91,525,73.23808713456543,394.26942185084283,13.992692200745791,399
11,Venlafaxine_IR,normal,91,525,49.40672354477425,456.97537502898444,48.153987149927,399
12,Venlafaxine_IR,rapid,91,525,100.44863779822131,553.5020803444809,39.55210855339966,399
13,Venlafaxine_IR,normal,91,525,124.96679902818079,433.0093688562812,32.14393838703782,399
14,Venlafaxine_IR,normal,91,525,155.76077895944266,321.6078279981421,31.086618035361685,399
15,Venlafaxine_IR,rapid,91,525,117.4125629015573,238.16239990236724,38.21225032344223,399
16,Venlafaxine_IR,normal,91,525,165.8543375446147,611.9237473968101,35.17031831565827,399
17,Venlafaxine_IR,rapid,91,525,164.09219323595812,378.1138075136035,25.17252328493464,399
18,Venlafaxine_IR,normal,91,525,109.82022707364587,388.789753442145,34.43104880512316,399
19,Venlafaxine_IR,normal,91,525,100.30923770963908,257.20740902703375,23.362149353865135,399
20,Venlafaxine_IR,normal,91,525,138.48080711995078,618.4996294758877,21.463870404308068,399
21,Venlafaxine_IR,normal,91,525,40.37392536406116,793.9831299767505,16.546301173601112,399
22,Venlafaxine_IR,poor,91,525,9.54113963220146,318.59769116032885,29.591522584732484,399
23,Venlafaxine_IR,normal,91,525,81.75795055310516,1060.4384669280007,24.229935571871465,399
24,Venlafaxine_IR,normal,91,525,152.93975891883753,357.95701998808426,37.6903813303701,399
25,Venlafaxine_IR,normal,91,525,84.42413154747406,384.41516661371634,24.795431519248936,399
26,Venlafaxine_IR,normal,91,525,96.06039206565633,410.1800158697408,46.9281162597398,399
27,Venlafaxine_IR,normal,91,525,127.3440204956494,568.7893756917898,20.80714656389768,399
28,Venlafaxine_IR,rapid,91,525,146.01942950022823,990.4372278892374,11.154509583400776,399
29,Venlafaxine_IR,poor,91,525,23.62105228208334,447.21503159736204,21.0812158940249,399
30,Venlafaxine_IR,rapid,91,525,83.88130254815731,434.1310411858674,71.65563621386647,399
31,Venlafaxine_IR,rapid,91,525,92.71169957959285,244.62063046292457,40.993326579352754,399
32,Venlafaxine_IR,rapid,91,525,143.75913178941138,423.1038930660334,17.0343000932918,399
